timestamp_s,engine_id,mission_id,mission_phase,throttle_pct,altitude_m,ambient_temperature_c,rpm,cht_c,egt_c,oil_pressure_kpa,oil_temperature_c,fuel_flow_lph,vibration_g,alternator_voltage_v,battery_voltage_v,injection_timing_deg,expected_rpm,expected_cht_c,expected_egt_c,expected_oil_pressure_kpa,expected_oil_temperature_c,expected_fuel_flow_lph,expected_vibration_g,expected_injection_timing_deg,true_fault_type,true_fault_active,true_severity,residual_rpm,residual_cht_c,residual_egt_c,residual_oil_pressure_kpa,residual_oil_temperature_c,residual_fuel_flow_lph,residual_vibration_g,residual_injection_timing_deg
51.0,ENG-002,MIS-0011,LANDING,19.5,6000.0,-14.74,1351.5,105.91,446.98,256.17,41.35,8.34,0.222,28.11,25.63,22.84,1345.9,107.55,451.38,258.49,42.78,8.29,0.212,22.58,NORMAL,0,0.0,5.599999999999909,-1.6400000000000006,-4.399999999999977,-2.319999999999993,-1.4299999999999997,0.05000000000000071,0.010000000000000009,0.26000000000000156
52.0,ENG-002,MIS-0011,LANDING,18.99,6000.0,-13.79,1343.8,109.72,457.08,252.99,43.16,7.69,0.206,28.06,25.6,22.56,1331.7,107.09,448.75,256.97,42.81,8.18,0.21,22.57,NORMAL,0,0.0,12.099999999999909,2.6299999999999955,8.329999999999984,-3.980000000000018,0.3499999999999943,-0.4899999999999993,-0.0040000000000000036,-0.010000000000001563
0.0,ENG-003,MIS-0012,TAXI,14.2,0.0,25.09,1190.7,105.24,430.47,246.87,39.34,7.36,0.194,28.01,25.16,22.47,1197.6,105.83,429.95,242.6,40.03,7.12,0.195,22.43,NORMAL,0,0.0,-6.899999999999864,-0.5900000000000034,0.5200000000000387,4.27000000000001,-0.6899999999999977,0.2400000000000002,-0.0010000000000000009,0.03999999999999915
1.0,ENG-003,MIS-0012,TAXI,14.86,0.0,24.52,1237.9,106.92,427.87,243.15,40.48,7.72,0.191,28.12,25.61,22.16,1216.0,106.09,432.69,244.58,40.06,7.27,0.197,22.45,NORMAL,0,0.0,21.90000000000009,0.8299999999999983,-4.819999999999993,-1.4300000000000068,0.4199999999999946,0.4500000000000002,-0.006000000000000005,-0.28999999999999915
2.0,ENG-003,MIS-0012,TAXI,12.06,0.0,25.96,1149.8,103.22,422.02,233.25,39.32,6.7,0.188,28.09,25.54,22.28,1137.6,104.43,419.84,236.17,40.08,6.65,0.195,22.36,NORMAL,0,0.0,12.200000000000045,-1.210000000000008,2.180000000000007,-2.9199999999999875,-0.759999999999998,0.04999999999999982,-0.007000000000000006,-0.0799999999999983
3.0,ENG-003,MIS-0012,TAKEOFF,95.49,2939.0,5.62,3476.6,176.87,845.2,493.63,40.03,25.26,0.299,27.95,25.31,24.8,3473.9,175.95,846.57,486.48,40.16,25.01,0.283,24.86,NORMAL,0,0.0,2.699999999999818,0.9200000000000159,-1.3700000000000045,7.149999999999977,-0.12999999999999545,0.25,0.016000000000000014,-0.05999999999999872
4.0,ENG-003,MIS-0012,TAKEOFF,98.58,3252.0,4.17,3561.2,178.39,856.54,498.25,40.51,25.5,0.307,28.27,25.57,24.78,3560.1,178.72,862.59,495.73,40.24,25.69,0.287,24.96,NORMAL,0,0.0,1.099999999999909,-0.3300000000000125,-6.050000000000068,2.519999999999982,0.269999999999996,-0.19000000000000128,0.020000000000000018,-0.17999999999999972
5.0,ENG-003,MIS-0012,TAKEOFF,96.45,3564.9,2.79,3491.1,176.51,849.98,487.55,41.5,24.99,0.328,27.99,25.73,24.98,3500.6,176.8,851.54,489.35,40.32,25.22,0.286,24.89,NORMAL,0,0.0,-9.5,-0.29000000000002046,-1.5599999999999454,-1.8000000000000114,1.1799999999999997,-0.23000000000000043,0.04200000000000004,0.08999999999999986
6.0,ENG-003,MIS-0012,CLIMB,90.04,3877.9,0.5,3319.2,172.16,816.27,470.59,39.66,23.5,0.283,28.31,25.47,24.75,3321.1,171.04,818.21,470.12,40.39,23.81,0.28,24.7,NORMAL,0,0.0,-1.900000000000091,1.1200000000000045,-1.9400000000000546,0.46999999999997044,-0.730000000000004,-0.3099999999999987,0.002999999999999947,0.05000000000000071
7.0,ENG-003,MIS-0012,CLIMB,86.33,4190.9,-1.29,3184.0,167.77,800.4,456.02,41.36,23.09,0.262,27.85,25.46,24.26,3217.2,167.69,798.9,458.98,40.46,22.99,0.278,24.59,NORMAL,0,0.0,-33.19999999999982,0.0800000000000125,1.5,-2.9600000000000364,0.8999999999999986,0.10000000000000142,-0.016000000000000014,-0.3299999999999983
8.0,ENG-003,MIS-0012,CLIMB,82.8,4503.9,-4.14,3123.3,166.11,778.98,449.28,41.87,22.74,0.288,28.03,25.8,24.29,3118.5,164.52,780.57,448.41,40.53,22.22,0.275,24.48,NORMAL,0,0.0,4.800000000000182,1.5900000000000034,-1.5900000000000318,0.8699999999999477,1.3399999999999963,0.5199999999999996,0.012999999999999956,-0.19000000000000128
9.0,ENG-003,MIS-0012,CLIMB,88.74,4816.9,-6.6,3274.3,170.7,817.41,467.74,40.1,23.2,0.26,27.79,25.47,24.85,3284.7,169.86,811.44,466.22,40.61,23.52,0.282,24.66,NORMAL,0,0.0,-10.399999999999636,0.839999999999975,5.969999999999914,1.5199999999999818,-0.509999999999998,-0.3200000000000003,-0.021999999999999964,0.19000000000000128
10.0,ENG-003,MIS-0012,CLIMB,83.41,5129.9,-7.05,3146.4,165.33,788.75,450.79,39.84,22.13,0.312,28.06,25.77,24.4,3135.6,165.07,783.75,450.24,40.67,22.35,0.277,24.5,NORMAL,0,0.0,10.800000000000182,0.2600000000000193,5.0,0.5500000000000114,-0.8299999999999983,-0.22000000000000242,0.034999999999999976,-0.10000000000000142
11.0,ENG-003,MIS-0012,CLIMB,85.33,5442.9,-11.33,3185.5,165.0,794.74,457.47,40.1,22.36,0.258,28.27,25.63,24.62,3189.3,166.8,793.73,456.0,40.75,22.77,0.28,24.56,NORMAL,0,0.0,-3.800000000000182,-1.8000000000000114,1.009999999999991,1.4700000000000273,-0.6499999999999986,-0.41000000000000014,-0.02200000000000002,0.060000000000002274
12.0,ENG-003,MIS-0012,CLIMB,81.19,5755.9,-13.02,3098.9,165.55,771.01,441.44,39.52,21.63,0.248,27.75,25.41,24.56,3073.5,163.08,772.21,443.58,40.81,21.86,0.277,24.44,NORMAL,0,0.0,25.40000000000009,2.469999999999999,-1.2000000000000455,-2.1399999999999864,-1.2899999999999991,-0.23000000000000043,-0.029000000000000026,0.11999999999999744
13.0,ENG-003,MIS-0012,CRUISE,45.68,6000.0,-14.54,2085.4,128.99,595.47,337.42,39.93,13.81,0.23,28.16,25.68,23.1,2078.9,131.11,587.51,337.03,40.86,14.05,0.24,23.37,NORMAL,0,0.0,6.5,-2.1200000000000045,7.960000000000036,0.3900000000000432,-0.9299999999999997,-0.2400000000000002,-0.009999999999999981,-0.2699999999999996
14.0,ENG-003,MIS-0012,CRUISE,34.81,6000.0,-13.54,1782.2,118.38,530.86,309.92,41.26,11.37,0.228,27.96,25.17,23.0,1774.6,121.33,531.0,304.42,40.9,11.66,0.229,23.04,NORMAL,0,0.0,7.600000000000136,-2.950000000000003,-0.13999999999998636,5.5,0.35999999999999943,-0.2900000000000009,-0.0010000000000000009,-0.03999999999999915
15.0,ENG-003,MIS-0012,CRUISE,42.73,6000.0,-14.3,2012.7,128.45,574.53,326.76,40.52,13.24,0.249,27.81,25.32,23.02,1996.5,128.46,572.2,328.19,40.95,13.4,0.238,23.28,NORMAL,0,0.0,16.200000000000045,-0.010000000000019327,2.3299999999999272,-1.4300000000000068,-0.4299999999999997,-0.16000000000000014,0.01100000000000001,-0.26000000000000156
16.0,ENG-003,MIS-0012,CRUISE,54.95,6000.0,-14.31,2376.9,140.87,639.88,364.26,41.1,16.25,0.261,27.83,25.38,23.6,2338.5,139.45,635.72,364.84,41.0,16.09,0.252,23.65,NORMAL,0,0.0,38.40000000000009,1.420000000000016,4.159999999999968,-0.5799999999999841,0.10000000000000142,0.16000000000000014,0.009000000000000008,-0.04999999999999716
17.0,ENG-003,MIS-0012,CRUISE,77.43,6000.0,-14.21,2993.1,158.72,760.92,426.45,40.42,20.81,0.281,28.05,25.41,24.45,2968.1,159.69,752.65,432.3,41.06,21.04,0.276,24.32,NORMAL,0,0.0,25.0,-0.9699999999999989,8.269999999999982,-5.850000000000023,-0.6400000000000006,-0.23000000000000043,0.0050000000000000044,0.129999999999999
18.0,ENG-003,MIS-0012,CRUISE,81.82,6000.0,-13.49,3108.6,164.17,778.34,446.94,39.23,22.24,0.282,28.04,25.66,24.39,3091.1,163.64,775.49,445.47,41.13,22.0,0.282,24.45,NORMAL,0,0.0,17.5,0.5300000000000011,2.8500000000000227,1.4699999999999704,-1.9000000000000057,0.23999999999999844,0.0,-0.05999999999999872
19.0,ENG-003,MIS-0012,CRUISE,79.12,6000.0,-14.7,3027.3,161.59,760.08,434.37,41.1,21.54,0.278,27.93,25.47,24.67,3015.3,161.21,761.42,437.36,41.2,21.41,0.279,24.37,NORMAL,0,0.0,12.0,0.37999999999999545,-1.3399999999999181,-2.990000000000009,-0.10000000000000142,0.129999999999999,-0.0010000000000000009,0.3000000000000007
20.0,ENG-003,MIS-0012,CRUISE,58.83,6000.0,-13.9,2456.7,142.51,653.9,379.19,41.55,17.69,0.224,28.0,25.8,23.77,2447.1,142.94,655.9,376.48,41.25,16.94,0.259,23.76,NORMAL,0,0.0,9.599999999999909,-0.4300000000000068,-2.0,2.7099999999999795,0.29999999999999716,0.75,-0.035,0.00999999999999801
21.0,ENG-003,MIS-0012,CRUISE,44.7,6000.0,-13.62,2053.4,131.81,583.3,332.22,42.81,13.86,0.208,27.75,25.34,23.31,2051.6,130.23,582.43,334.1,41.3,13.83,0.244,23.34,NORMAL,0,0.0,1.800000000000182,1.5800000000000125,0.8700000000000045,-1.8799999999999955,1.5100000000000051,0.02999999999999936,-0.036000000000000004,-0.030000000000001137
22.0,ENG-003,MIS-0012,CRUISE,36.23,6000.0,-13.74,1822.0,123.54,533.59,307.4,40.18,11.71,0.235,27.9,25.6,22.89,1814.5,122.61,538.41,308.7,41.34,11.97,0.236,23.09,NORMAL,0,0.0,7.5,0.9300000000000068,-4.819999999999936,-1.3000000000000114,-1.1600000000000037,-0.2599999999999998,-0.0010000000000000009,-0.1999999999999993
23.0,ENG-003,MIS-0012,CRUISE,43.0,6000.0,-13.83,1996.2,128.7,570.7,330.6,41.72,13.49,0.222,28.12,25.56,23.61,2004.0,128.7,573.61,329.0,41.38,13.46,0.243,23.29,NORMAL,0,0.0,-7.7999999999999545,0.0,-2.909999999999968,1.6000000000000227,0.3399999999999963,0.02999999999999936,-0.02099999999999999,0.3200000000000003
24.0,ENG-003,MIS-0012,CRUISE,54.44,6000.0,-13.61,2361.7,140.76,627.87,357.77,41.18,15.49,0.258,28.19,25.56,23.58,2324.3,139.0,633.09,363.32,41.44,15.98,0.256,23.63,NORMAL,0,0.0,37.399999999999636,1.759999999999991,-5.220000000000027,-5.550000000000011,-0.259999999999998,-0.4900000000000002,0.0020000000000000018,-0.05000000000000071
25.0,ENG-003,MIS-0012,CRUISE,68.41,6000.0,-14.08,2730.8,152.46,706.69,405.97,41.14,18.61,0.28,28.12,25.56,23.94,2715.6,151.57,705.75,405.24,41.5,19.05,0.271,24.05,NORMAL,0,0.0,15.200000000000273,0.8900000000000148,0.9400000000000546,0.7300000000000182,-0.35999999999999943,-0.4400000000000013,0.009000000000000008,-0.10999999999999943
26.0,ENG-003,MIS-0012,CRUISE,86.89,6000.0,-14.02,3254.6,166.0,803.89,466.26,40.19,23.33,0.32,28.16,25.5,24.35,3233.0,168.2,801.85,460.68,41.57,23.12,0.291,24.61,NORMAL,0,0.0,21.59999999999991,-2.1999999999999886,2.0399999999999636,5.579999999999984,-1.3800000000000026,0.2099999999999973,0.029000000000000026,-0.259999999999998
27.0,ENG-003,MIS-0012,CRUISE,79.34,6000.0,-13.85,2998.6,158.46,759.85,436.42,40.45,21.12,0.294,28.08,25.61,24.33,3021.5,161.4,762.56,438.01,41.63,21.45,0.283,24.38,NORMAL,0,0.0,-22.90000000000009,-2.9399999999999977,-2.7099999999999227,-1.589999999999975,-1.1799999999999997,-0.3299999999999983,0.01100000000000001,-0.05000000000000071
28.0,ENG-003,MIS-0012,CRUISE,64.75,6000.0,-14.8,2603.2,149.2,681.69,393.86,41.0,18.34,0.257,27.92,25.2,23.89,2612.9,148.27,686.68,394.24,41.69,18.24,0.268,23.94,NORMAL,0,0.0,-9.700000000000273,0.9299999999999784,-4.989999999999895,-0.37999999999999545,-0.6899999999999977,0.10000000000000142,-0.01100000000000001,-0.05000000000000071
29.0,ENG-003,MIS-0012,CRUISE,38.86,6000.0,-14.31,1882.1,123.71,555.36,306.99,43.56,12.09,0.24,28.05,25.58,23.19,1888.1,124.97,552.08,316.58,41.73,12.55,0.241,23.17,NORMAL,0,0.0,-6.0,-1.2600000000000051,3.2799999999999727,-9.589999999999975,1.8300000000000054,-0.46000000000000085,-0.0010000000000000009,0.019999999999999574
30.0,ENG-003,MIS-0012,CRUISE,36.54,6000.0,-13.94,1820.9,123.33,540.13,311.27,40.21,12.56,0.264,27.89,25.57,22.68,1823.0,122.88,539.99,309.61,41.77,12.04,0.238,23.1,NORMAL,0,0.0,-2.099999999999909,0.45000000000000284,0.13999999999998636,1.6599999999999682,-1.5600000000000023,0.5200000000000014,0.026000000000000023,-0.4200000000000017
31.0,ENG-003,MIS-0012,CRUISE,41.29,6000.0,-13.82,1954.7,128.21,564.49,317.58,40.42,13.32,0.255,27.91,25.32,23.14,1956.0,127.16,564.69,323.86,41.82,13.08,0.243,23.24,NORMAL,0,0.0,-1.2999999999999545,1.0500000000000114,-0.20000000000004547,-6.28000000000003,-1.3999999999999986,0.2400000000000002,0.01200000000000001,-0.09999999999999787
32.0,ENG-003,MIS-0012,CRUISE,59.85,6000.0,-14.7,2488.3,145.14,662.04,377.23,41.02,17.15,0.263,27.91,25.44,23.67,2475.7,143.86,661.2,379.54,41.87,17.17,0.263,23.8,NORMAL,0,0.0,12.600000000000364,1.2799999999999727,0.8399999999999181,-2.3100000000000023,-0.8499999999999943,-0.020000000000003126,0.0,-0.129999999999999
33.0,ENG-003,MIS-0012,CRUISE,74.0,6000.0,-13.77,2869.5,154.0,738.77,419.48,40.94,20.48,0.299,27.77,25.3,24.36,2871.9,156.6,734.78,421.99,41.93,20.28,0.278,24.22,NORMAL,0,0.0,-2.400000000000091,-2.5999999999999943,3.990000000000009,-2.509999999999991,-0.990000000000002,0.1999999999999993,0.020999999999999963,0.14000000000000057
34.0,ENG-003,MIS-0012,CRUISE,84.36,6000.0,-14.51,3168.9,164.65,793.83,453.67,43.19,22.67,0.284,28.07,25.67,24.28,3162.1,165.92,788.68,453.08,42.0,22.56,0.288,24.53,NORMAL,0,0.0,6.800000000000182,-1.2699999999999818,5.150000000000091,0.5900000000000318,1.1899999999999977,0.11000000000000298,-0.0040000000000000036,-0.25
35.0,ENG-003,MIS-0012,CRUISE,76.76,6000.0,-14.05,2937.9,159.32,752.57,437.29,42.59,21.15,0.31,27.83,25.3,23.91,2949.3,159.08,749.15,430.28,42.07,20.89,0.28,24.3,NORMAL,0,0.0,-11.400000000000091,0.23999999999998067,3.4200000000000728,7.010000000000048,0.5200000000000031,0.259999999999998,0.02999999999999997,-0.39000000000000057
36.0,ENG-003,MIS-0012,LOITER,46.66,6000.0,-14.43,2108.2,133.88,600.62,339.65,42.4,14.56,0.233,28.24,25.49,23.5,2106.6,132.0,592.65,339.99,42.11,14.27,0.248,23.4,NORMAL,0,0.0,1.599999999999909,1.8799999999999955,7.970000000000027,-0.34000000000003183,0.28999999999999915,0.2900000000000009,-0.014999999999999986,0.10000000000000142
37.0,ENG-003,MIS-0012,LOITER,30.14,6000.0,-13.74,1629.8,118.44,505.01,292.39,42.26,10.99,0.213,28.04,25.48,23.14,1643.8,117.12,506.71,290.41,42.15,10.63,0.231,22.9,NORMAL,0,0.0,-14.0,1.3199999999999932,-1.6999999999999886,1.9799999999999613,0.10999999999999943,0.35999999999999943,-0.018000000000000016,0.240000000000002
38.0,ENG-003,MIS-0012,LOITER,22.68,6000.0,-13.71,1401.6,111.36,470.06,264.59,42.6,8.57,0.207,27.95,25.62,22.89,1435.1,110.41,467.95,268.05,42.18,8.99,0.223,22.68,NORMAL,0,0.0,-33.5,0.9500000000000028,2.1100000000000136,-3.4600000000000364,0.4200000000000017,-0.41999999999999993,-0.016000000000000014,0.21000000000000085
39.0,ENG-003,MIS-0012,LOITER,23.48,6000.0,-14.5,1448.3,109.78,465.39,272.81,41.48,9.46,0.232,27.82,25.45,22.97,1457.3,111.13,472.07,270.43,42.22,9.16,0.223,22.7,NORMAL,0,0.0,-9.0,-1.3499999999999943,-6.680000000000007,2.3799999999999955,-0.740000000000002,0.3000000000000007,0.009000000000000008,0.2699999999999996
40.0,ENG-003,MIS-0012,LOITER,44.88,6000.0,-13.82,2039.4,129.35,577.47,339.38,42.79,13.67,0.267,27.73,25.8,23.36,2056.5,130.39,583.36,334.63,42.26,13.87,0.245,23.35,NORMAL,0,0.0,-17.09999999999991,-1.039999999999992,-5.889999999999986,4.75,0.5300000000000011,-0.1999999999999993,0.02200000000000002,0.00999999999999801
41.0,ENG-003,MIS-0012,LOITER,60.34,6000.0,-14.31,2487.2,142.32,663.18,376.59,42.37,17.6,0.278,28.11,25.67,23.87,2489.6,144.31,663.79,381.03,42.32,17.28,0.261,23.81,NORMAL,0,0.0,-2.400000000000091,-1.990000000000009,-0.6100000000000136,-4.439999999999998,0.04999999999999716,0.3200000000000003,0.017000000000000015,0.060000000000002274
42.0,ENG-003,MIS-0012,LOITER,74.89,6000.0,-14.18,2894.9,157.37,739.82,427.39,41.9,20.6,0.244,28.15,25.46,24.44,2896.9,157.4,739.43,424.67,42.38,20.48,0.276,24.25,NORMAL,0,0.0,-2.0,-0.030000000000001137,0.39000000000010004,2.7199999999999704,-0.480000000000004,0.120000000000001,-0.03200000000000003,0.19000000000000128
43.0,ENG-003,MIS-0012,LOITER,64.97,6000.0,-15.0,2626.7,149.84,689.28,398.12,42.75,18.4,0.255,28.01,25.51,24.35,2619.1,148.47,687.84,394.91,42.44,18.29,0.265,23.95,NORMAL,0,0.0,7.599999999999909,1.3700000000000045,1.4399999999999409,3.2099999999999795,0.3100000000000023,0.10999999999999943,-0.010000000000000009,0.40000000000000213
44.0,ENG-003,MIS-0012,DESCENT,28.47,6000.0,-13.05,1590.7,114.46,502.17,288.4,41.55,9.96,0.262,27.85,25.53,22.84,1597.3,115.63,498.07,285.42,42.47,10.26,0.226,22.85,NORMAL,0,0.0,-6.599999999999909,-1.1700000000000017,4.100000000000023,2.9799999999999613,-0.9200000000000017,-0.29999999999999893,0.036000000000000004,-0.010000000000001563
45.0,ENG-003,MIS-0012,DESCENT,35.72,6000.0,-13.96,1796.9,121.88,535.39,302.73,42.54,11.85,0.257,28.08,25.37,22.9,1800.2,122.15,535.75,307.16,42.51,11.86,0.233,23.07,NORMAL,0,0.0,-3.2999999999999545,-0.27000000000001023,-0.36000000000001364,-4.430000000000007,0.030000000000001137,-0.009999999999999787,0.023999999999999994,-0.1700000000000017
46.0,ENG-003,MIS-0012,DESCENT,30.65,6000.0,-13.41,1658.1,117.17,513.19,288.63,42.52,10.84,0.224,28.11,25.36,23.0,1658.3,117.59,509.4,291.96,42.55,10.74,0.227,22.92,NORMAL,0,0.0,-0.20000000000004547,-0.4200000000000017,3.7900000000000773,-3.329999999999984,-0.02999999999999403,0.09999999999999964,-0.0030000000000000027,0.0799999999999983
47.0,ENG-003,MIS-0012,DESCENT,30.78,6000.0,-13.49,1690.6,117.18,511.02,291.1,42.88,10.66,0.252,27.97,25.54,22.76,1662.0,117.71,510.08,292.35,42.58,10.77,0.227,22.92,NORMAL,0,0.0,28.59999999999991,-0.5299999999999869,0.9399999999999977,-1.25,0.30000000000000426,-0.10999999999999943,0.024999999999999994,-0.16000000000000014
48.0,ENG-003,MIS-0012,DESCENT,32.19,6000.0,-14.0,1743.1,118.13,515.21,299.12,43.71,11.21,0.253,27.87,25.47,23.01,1701.2,118.97,517.37,296.56,42.62,11.08,0.227,22.97,NORMAL,0,0.0,41.899999999999864,-0.8400000000000034,-2.159999999999968,2.5600000000000023,1.0900000000000034,0.13000000000000078,0.025999999999999995,0.0400000000000027
49.0,ENG-003,MIS-0012,LANDING,15.78,6000.0,-13.73,1244.5,105.55,429.91,252.18,42.79,8.0,0.185,28.16,25.42,22.76,1241.9,104.2,432.07,247.35,42.65,7.47,0.209,22.47,NORMAL,0,0.0,2.599999999999909,1.3499999999999943,-2.159999999999968,4.8300000000000125,0.14000000000000057,0.5300000000000002,-0.023999999999999994,0.2900000000000027
50.0,ENG-003,MIS-0012,LANDING,15.27,6000.0,-14.21,1237.4,103.09,426.52,244.49,43.8,7.55,0.166,27.88,25.35,22.46,1227.7,103.75,429.43,245.82,42.68,7.36,0.208,22.46,NORMAL,0,0.0,9.700000000000045,-0.6599999999999966,-2.910000000000025,-1.329999999999984,1.1199999999999974,0.1899999999999995,-0.04199999999999998,0.0
0.0,ENG-001,MIS-0013,TAXI,16.86,0.0,39.96,1251.7,117.76,461.63,251.46,39.35,7.85,0.222,28.15,25.71,22.53,1272.1,117.15,461.62,250.58,40.03,7.71,0.198,22.51,OVERHEATING_TREND,0,0.0,-20.399999999999864,0.6099999999999994,0.009999999999990905,0.8799999999999955,-0.6799999999999997,0.13999999999999968,0.023999999999999994,0.019999999999999574
1.0,ENG-001,MIS-0013,TAXI,16.88,0.0,39.94,1298.0,117.91,456.36,256.07,40.63,7.79,0.237,28.07,25.53,22.64,1272.5,117.15,461.68,250.63,40.06,7.71,0.199,22.51,OVERHEATING_TREND,0,0.0,25.5,0.7599999999999909,-5.319999999999993,5.439999999999998,0.5700000000000003,0.08000000000000007,0.03799999999999998,0.129999999999999
2.0,ENG-001,MIS-0013,TAXI,15.71,0.0,39.22,1226.3,117.27,462.15,244.21,40.75,7.54,0.176,27.92,25.59,22.32,1240.0,115.67,454.77,247.14,40.09,7.46,0.198,22.47,OVERHEATING_TREND,0,0.0,-13.700000000000045,1.5999999999999943,7.3799999999999955,-2.9299999999999784,0.6599999999999966,0.08000000000000007,-0.02200000000000002,-0.14999999999999858
3.0,ENG-001,MIS-0013,TAXI,15.75,0.0,40.45,1237.1,116.32,457.41,249.5,40.29,7.27,0.229,27.99,25.48,22.68,1240.9,116.44,456.43,247.24,40.12,7.46,0.2,22.47,OVERHEATING_TREND,0,0.0,-3.800000000000182,-0.12000000000000455,0.9800000000000182,2.259999999999991,0.1700000000000017,-0.1900000000000004,0.028999999999999998,0.21000000000000085
4.0,ENG-001,MIS-0013,TAKEOFF,91.09,3016.8,20.58,3338.6,171.04,830.18,467.88,39.48,24.17,0.306,27.88,25.45,24.99,3350.7,172.33,824.38,473.28,40.19,24.04,0.28,24.73,OVERHEATING_TREND,0,0.0,-12.099999999999909,-1.2900000000000205,5.7999999999999545,-5.399999999999977,-0.7100000000000009,0.13000000000000256,0.025999999999999968,0.259999999999998
5.0,ENG-001,MIS-0013,TAKEOFF,91.25,3271.1,19.16,3363.8,171.37,824.98,474.61,40.09,23.78,0.3,28.09,25.65,24.57,3355.0,172.12,824.49,473.75,40.27,24.07,0.281,24.74,OVERHEATING_TREND,0,0.0,8.800000000000182,-0.75,0.4900000000000091,0.8600000000000136,-0.17999999999999972,-0.28999999999999915,0.01899999999999996,-0.16999999999999815
6.0,ENG-001,MIS-0013,TAKEOFF,91.5,3525.3,17.0,3347.4,174.26,826.07,478.55,41.42,24.33,0.265,28.13,25.57,24.82,3362.0,172.35,825.8,474.5,40.34,24.13,0.282,24.75,OVERHEATING_TREND,0,0.0,-14.599999999999909,1.9099999999999966,0.2700000000000955,4.050000000000011,1.0799999999999983,0.1999999999999993,-0.01699999999999996,0.07000000000000028
7.0,ENG-001,MIS-0013,CLIMB,84.23,3779.5,15.36,3167.0,168.16,791.51,451.97,39.52,22.76,0.275,27.94,25.4,24.5,3158.3,165.8,787.98,452.68,40.41,22.53,0.275,24.53,OVERHEATING_TREND,0,0.0,8.699999999999818,2.359999999999985,3.5299999999999727,-0.7099999999999795,-0.8899999999999935,0.23000000000000043,0.0,-0.030000000000001137
8.0,ENG-001,MIS-0013,CLIMB,92.84,4033.7,13.82,3375.7,173.96,836.24,474.95,41.3,24.44,0.299,27.8,25.6,25.03,3399.6,173.56,832.79,478.53,40.49,24.43,0.285,24.79,OVERHEATING_TREND,0,0.0,-23.90000000000009,0.4000000000000057,3.4500000000000455,-3.579999999999984,0.8099999999999952,0.010000000000001563,0.014000000000000012,0.240000000000002
9.0,ENG-001,MIS-0013,CLIMB,83.16,4287.9,12.73,3096.5,162.94,787.43,448.51,41.34,21.87,,27.73,25.58,24.27,3128.4,164.84,782.42,449.47,40.56,22.29,0.276,24.49,OVERHEATING_TREND,0,0.0,-31.90000000000009,-1.9000000000000057,5.009999999999991,-0.9600000000000364,0.7800000000000011,-0.41999999999999815,,-0.21999999999999886
10.0,ENG-001,MIS-0013,CLIMB,84.09,4542.1,10.75,3174.5,165.86,783.62,450.83,40.38,22.36,0.314,27.95,25.44,24.57,3154.5,165.68,787.26,452.26,40.63,22.5,0.278,24.52,OVERHEATING_TREND,0,0.0,20.0,0.18000000000000682,-3.6399999999999864,-1.4300000000000068,-0.25,-0.14000000000000057,0.035999999999999976,0.05000000000000071
11.0,ENG-001,MIS-0013,CLIMB,84.2,4796.3,8.21,3161.0,165.25,788.56,454.06,40.33,21.93,0.258,28.05,25.53,24.61,3157.5,165.78,787.82,452.59,40.7,22.52,0.279,24.53,OVERHEATING_TREND,0,0.0,3.5,-0.5300000000000011,0.7399999999998954,1.4700000000000273,-0.37000000000000455,-0.5899999999999999,-0.02100000000000002,0.0799999999999983
12.0,ENG-001,MIS-0013,CLIMB,85.09,5050.5,6.11,3178.4,166.27,792.21,459.62,40.56,22.29,0.284,28.07,25.59,24.5,3182.5,166.58,792.47,455.27,40.77,22.72,0.281,24.55,OVERHEATING_TREND,0,0.0,-4.099999999999909,-0.3100000000000023,-0.2599999999999909,4.350000000000023,-0.21000000000000085,-0.4299999999999997,0.002999999999999947,-0.05000000000000071
13.0,ENG-001,MIS-0013,CLIMB,85.67,5304.7,6.09,3219.8,166.08,788.98,458.71,40.95,22.7,0.309,28.21,25.48,24.37,3198.7,167.1,795.47,457.0,40.84,22.85,0.282,24.57,OVERHEATING_TREND,0,0.0,21.100000000000364,-1.0199999999999818,-6.490000000000009,1.7099999999999795,0.10999999999999943,-0.15000000000000213,0.027000000000000024,-0.1999999999999993
14.0,ENG-001,MIS-0013,CLIMB,82.39,5558.9,3.56,3130.8,162.3,770.02,446.51,40.87,22.22,0.299,28.03,25.72,24.28,3106.9,164.15,778.42,447.16,40.91,22.13,0.279,24.47,OVERHEATING_TREND,0,0.0,23.90000000000009,-1.8499999999999943,-8.399999999999977,-0.6500000000000341,-0.03999999999999915,0.08999999999999986,0.019999999999999962,-0.18999999999999773
15.0,ENG-001,MIS-0013,CLIMB,86.24,5813.2,2.56,3241.6,168.71,799.67,455.58,39.7,22.87,0.294,27.85,25.71,24.62,3214.8,167.62,798.45,458.72,40.98,22.97,0.284,24.59,OVERHEATING_TREND,0,0.0,26.799999999999727,1.0900000000000034,1.2199999999999136,-3.140000000000043,-1.279999999999994,-0.09999999999999787,0.010000000000000009,0.030000000000001137
16.0,ENG-001,MIS-0013,CRUISE,61.27,6000.0,1.57,2492.4,144.21,667.09,383.43,42.11,17.1,0.244,28.27,25.39,23.68,2515.4,145.14,668.58,383.8,41.03,17.48,0.259,23.84,OVERHEATING_TREND,0,0.0,-23.0,-0.9299999999999784,-1.490000000000009,-0.37000000000000455,1.0799999999999983,-0.379999999999999,-0.015000000000000013,-0.16000000000000014
